id,mid,name,sub_name,category,type,type_label,x,y,z,floor,grade,tips,diy,run,show,collect,random,point1,point2,image_url,local_image_path
2372,4,非洲之心,,rare_card_spawn,hong,刷红点,353236,-395567,,0,6,,位于医疗区二层钥匙房〔植入手术室〕的洗手盆上会刷心 (来自贴吧：雪梨飞包),,,Relink植入手术室,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050006.png,data/maps/images/icons/p_15080050006_cef557bd96.png
2325,4,门诊室,,key_room,key,钥匙房,355698,-396321,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2326,4,医疗会议室,,key_room,key,钥匙房,355684,-398451,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2327,4,Relink手术室,Relink植入手术室,key_room,key,钥匙房,352864,-395562,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2328,4,生物数据,生物数据机房,key_room,key,钥匙房,348815,-399687,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2329,4,供电权限卡,巴别塔供电权限卡,key_room,key,钥匙房,345583,-402832,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2330,4,1号审讯室,,key_room,key,钥匙房,342850,-405076,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2331,4,博物馆监控室,,key_room,key,钥匙房,350017,-492679,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2332,4,博物馆废弃厅,博物馆废弃展厅,key_room,key,钥匙房,340550,-495197,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2338,4,巴别塔供电卡,巴别塔供电权限卡,key_room,key,钥匙房,348439,-405266,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2339,4,巴别塔供电卡,巴别塔供电权限卡,key_room,key,钥匙房,352552,-402832,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2333,4,海洋监测厅,,key_room,key,钥匙房,342110,-395070,,0,4,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2334,4,老浴场餐厅,,key_room,key,钥匙房,342345,-508123,,0,4,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2335,4,旅店休息室,旅店员工休息室,key_room,key,钥匙房,331179,-505351,,0,4,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2336,4,西城民宅,西城民宅卧室,key_room,key,钥匙房,329273,-508600,,0,4,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
2337,4,东城民宅,东城民宅卧室,key_room,key,钥匙房,357569,-513349,,0,4,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1.png,data/maps/images/icons/p_%E5%B7%B4%E5%85%8B%E4%BB%80%E7%99%BD%E5%8D%A1_5673a649bc.png
1657,4,保险柜,,loot_point,wzd,物资点,345638,-495311,-24790.11328,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/images/icons/bxx_0bdb3d911b.png
1658,4,保险柜,,loot_point,wzd,物资点,345638,-492008,-24790.11328,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/images/icons/bxx_0bdb3d911b.png
1659,4,小保险箱,,loot_point,wzd,物资点,347068,-493337,-26081.92383,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/images/icons/xbxx_66cf9af19b.png
1660,4,小保险箱,,loot_point,wzd,物资点,332681,-505301,-24495.18164,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/images/icons/xbxx_66cf9af19b.png
1661,4,小保险箱,,loot_point,wzd,物资点,332137,-499806,-25156.67383,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/images/icons/xbxx_66cf9af19b.png
1662,4,小保险箱,,loot_point,wzd,物资点,359293,-515040,-24233.72656,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/images/icons/xbxx_66cf9af19b.png
1663,4,小保险箱,,loot_point,wzd,物资点,344658,-515512,-23962.06445,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/images/icons/xbxx_66cf9af19b.png
1664,4,小保险箱,,loot_point,wzd,物资点,345929,-508347,-24538.78125,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/images/icons/xbxx_66cf9af19b.png
1665,4,小保险箱,,loot_point,wzd,物资点,350707,-503360,-25474.02734,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/images/icons/xbxx_66cf9af19b.png
1666,4,小保险箱,,loot_point,wzd,物资点,340856,-495433,-24641.42773,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/images/icons/xbxx_66cf9af19b.png
1667,4,保险柜,,loot_point,wzd,物资点,354073,-395654,-23112.6,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/images/icons/bxx_0bdb3d911b.png
1668,4,保险柜,,loot_point,wzd,物资点,353421,-405075,-23116.2,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/images/icons/bxx_0bdb3d911b.png
1669,4,保险柜,,loot_point,wzd,物资点,345477,-397050,-22665.1,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/images/icons/bxx_0bdb3d911b.png
1670,4,保险柜,,loot_point,wzd,物资点,341557,-395410,-22652.6,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/images/icons/bxx_0bdb3d911b.png
1671,4,保险柜,,loot_point,wzd,物资点,342681,-402265,-23116.3,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/images/icons/bxx_0bdb3d911b.png
1672,4,保险柜,,loot_point,wzd,物资点,352690,-396159,-22560,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/images/icons/bxx_0bdb3d911b.png
1673,4,衣服,,loot_point,wzd,物资点,341751,-492072,-24671,0,0,,皇家博物馆,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/images/icons/yf_3648435d08.png
1674,4,衣服,,loot_point,wzd,物资点,340261,-492054,-24671,0,0,,皇家博物馆,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/images/icons/yf_3648435d08.png
1675,4,衣服,,loot_point,wzd,物资点,341821,-425952,-25011,0,0,,皇家博物馆,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/images/icons/yf_3648435d08.png
1676,4,衣服,,loot_point,wzd,物资点,343016,-506362,-24880,0,0,,停车场,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/images/icons/yf_3648435d08.png
1677,4,衣服,,loot_point,wzd,物资点,347127,-425771,-24640,0,0,,皇家博物馆,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/images/icons/yf_3648435d08.png
1678,4,衣服,,loot_point,wzd,物资点,347303,-494460,-24690,0,0,,皇家博物馆,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/images/icons/yf_3648435d08.png
1679,4,衣服,,loot_point,wzd,物资点,347389,-494460,-24690,0,0,,皇家博物馆,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/images/icons/yf_3648435d08.png
1680,4,衣服,,loot_point,wzd,物资点,357071,-515386,-24430,0,0,,蓝调山城,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/images/icons/yf_3648435d08.png
1681,4,实验服,,loot_point,wzd,物资点,342929,-405067,-22960,0,0,,巴别塔,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/images/icons/yf_s_7432c4b23e.png
1682,4,实验服,,loot_point,wzd,物资点,344431,-492135,-24680,0,0,,皇家博物馆,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/images/icons/yf_s_7432c4b23e.png
1683,4,实验服,,loot_point,wzd,物资点,344491,-492135,-24680,0,0,,皇家博物馆,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/images/icons/yf_s_7432c4b23e.png
1684,4,实验服,,loot_point,wzd,物资点,335300,-502658,-24495,0,0,,蓝汀旅馆,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/images/icons/yf_s_7432c4b23e.png
1685,4,实验服,,loot_point,wzd,物资点,335305,-502732,-24495,0,0,,蓝汀旅馆,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/images/icons/yf_s_7432c4b23e.png
1686,4,实验服,,loot_point,wzd,物资点,356180,-398428,-22955,0,0,,巴别塔,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/images/icons/yf_s_7432c4b23e.png
1687,4,实验服,,loot_point,wzd,物资点,348266,-402792,-22438,0,0,,巴别塔,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/images/icons/yf_s_7432c4b23e.png
1688,4,实验服,,loot_point,wzd,物资点,350043,-493042,-24640,0,0,,皇家博物馆,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/images/icons/yf_s_7432c4b23e.png
1689,4,实验服,,loot_point,wzd,物资点,348439,-492964,-25920,0,0,,皇家博物馆,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/images/icons/yf_s_7432c4b23e.png
1690,4,实验服,,loot_point,wzd,物资点,346834,-515455,-24475,0,0,,巴克什大浴场,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/images/icons/yf_s_7432c4b23e.png
1691,4,实验服,,loot_point,wzd,物资点,346977,-515736,-23930,0,0,,巴克什大浴场,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/images/icons/yf_s_7432c4b23e.png
1692,4,衣服,,loot_point,wzd,物资点,328017,-510005,-24212,0,0,,樱桃小镇,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/images/icons/yf_3648435d08.png
1693,4,衣服,,loot_point,wzd,物资点,348753,-424224,-25070,0,0,,皇家博物馆,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/images/icons/yf_3648435d08.png
1694,4,衣服,,loot_point,wzd,物资点,346741,-503055,-25300,0,0,,巴克什集市,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/images/icons/yf_3648435d08.png
1695,4,衣服,,loot_point,wzd,物资点,356363,-514963,-24250,0,0,,蓝调山城,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/images/icons/yf_3648435d08.png
1696,4,保险柜,,loot_point,wzd,物资点,345381,-402068,-23116,0,0,,巴别塔,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/images/icons/bxx_0bdb3d911b.png
1697,4,保险柜,,loot_point,wzd,物资点,341804,-494703,-24790.1,0,0,,皇家博物馆,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/images/icons/bxx_0bdb3d911b.png
1698,4,保险柜,,loot_point,wzd,物资点,343928,-493668,-25355.1,0,0,,皇家博物馆,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/images/icons/bxx_0bdb3d911b.png
1699,4,保险柜,,loot_point,wzd,物资点,332743,-502408,-24607.6,0,0,,蓝汀旅馆,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/images/icons/bxx_0bdb3d911b.png
1700,4,保险柜,,loot_point,wzd,物资点,355954,-396056,-23113,0,0,,巴别塔,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/images/icons/bxx_0bdb3d911b.png
