container_id,container_name,item_name,grade,image_url,local_image_path,width,height,current_price,sample_draws,occurrences,draw_hits,occurrences_per_draw,draw_hit_rate
stx,手提箱,阿萨拉特色陶瓷,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050017.png,data/containers/images/loot/2_阿萨拉特色陶瓷.png,2,2,6113,100,13,11,0.13,0.11
stx,手提箱,古老的海盗望远镜,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050011.png,data/containers/images/loot/3_古老的海盗望远镜.png,1,2,11515,100,11,11,0.11,0.11
stx,手提箱,情报文件,3,https://playerhub.df.qq.com/playerhub/60004/object/15070050003.png,data/containers/images/loot/3_情报文件.png,1,2,16045,100,11,10,0.11,0.1
stx,手提箱,私密笔记簿,2,https://playerhub.df.qq.com/playerhub/60004/object/15090910017.png,data/containers/images/loot/2_私密笔记簿.png,1,2,5108,100,10,10,0.1,0.1
stx,手提箱,建筑图纸4号,2,https://playerhub.df.qq.com/playerhub/60004/object/15070010008.png,data/containers/images/loot/2_建筑图纸4号.png,2,1,4360,100,9,8,0.09,0.08
stx,手提箱,建筑图纸2号,2,https://playerhub.df.qq.com/playerhub/60004/object/15070010006.png,data/containers/images/loot/2_建筑图纸2号.png,2,1,3960,100,7,7,0.07,0.07
stx,手提箱,黄金饰章,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050018.png,data/containers/images/loot/4_黄金饰章.png,1,2,24820,100,7,7,0.07,0.07
stx,手提箱,太阳碟,2,https://playerhub.df.qq.com/playerhub/60004/object/15080010004.png,data/containers/images/loot/2_太阳碟.png,2,2,5235,100,7,7,0.07,0.07
stx,手提箱,个人信笺,2,https://playerhub.df.qq.com/playerhub/60004/object/15090910023.png,data/containers/images/loot/2_个人信笺.png,2,1,3286,100,6,6,0.06,0.06
stx,手提箱,建筑图纸3号,2,https://playerhub.df.qq.com/playerhub/60004/object/15070010007.png,data/containers/images/loot/2_建筑图纸3号.png,2,1,3905,100,6,6,0.06,0.06
stx,手提箱,资料：军事情报,4,https://playerhub.df.qq.com/playerhub/60004/object/15070050002.png,data/containers/images/loot/4_资料：军事情报.png,1,1,12692,100,5,5,0.05,0.05
stx,手提箱,鳄鱼蛋,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050136.png,data/containers/images/loot/4_鳄鱼蛋.png,1,1,23089,100,5,5,0.05,0.05
stx,手提箱,签章联运单,2,https://playerhub.df.qq.com/playerhub/60004/object/15090910022.png,data/containers/images/loot/2_签章联运单.png,2,1,4625,100,4,4,0.04,0.04
stx,手提箱,锈迹斑斑的海盗铜币,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050007.png,data/containers/images/loot/2_锈迹斑斑的海盗铜币.png,1,1,2686,100,4,4,0.04,0.04
stx,手提箱,建筑图纸1号,2,https://playerhub.df.qq.com/playerhub/60004/object/15070010005.png,data/containers/images/loot/2_建筑图纸1号.png,2,1,3122,100,4,4,0.04,0.04
stx,手提箱,腕带,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050194.png,data/containers/images/loot/3_腕带.png,1,1,10395,100,4,4,0.04,0.04
stx,手提箱,阿萨拉卫队机密档案,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050064.png,data/containers/images/loot/4_阿萨拉卫队机密档案.png,1,2,27197,100,3,3,0.03,0.03
stx,手提箱,海盗弯刀,4,https://playerhub.df.qq.com/playerhub/60004/object/15080040002.png,data/containers/images/loot/4_海盗弯刀.png,1,1,24682,100,3,3,0.03,0.03
stx,手提箱,后妃耳环,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050001.png,data/containers/images/loot/4_后妃耳环.png,1,1,14226,100,3,3,0.03,0.03
stx,手提箱,建筑图纸5号,2,https://playerhub.df.qq.com/playerhub/60004/object/15070010009.png,data/containers/images/loot/2_建筑图纸5号.png,2,1,3308,100,3,3,0.03,0.03
stx,手提箱,残弹挂坠,2,https://playerhub.df.qq.com/playerhub/60004/object/15080040004.png,data/containers/images/loot/2_残弹挂坠.png,1,1,3490,100,2,2,0.02,0.02
stx,手提箱,加密路由器,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050045.png,data/containers/images/loot/4_加密路由器.png,2,2,89528,100,2,2,0.02,0.02
stx,手提箱,残缺的档案,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050181.png,data/containers/images/loot/4_残缺的档案.png,1,2,78440,100,1,1,0.01,0.01
stx,手提箱,人像照片,1,https://playerhub.df.qq.com/playerhub/60004/object/15090010026.png,data/containers/images/loot/1_人像照片.png,2,1,2054,100,1,1,0.01,0.01
stx,手提箱,鸟雕,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050193.png,data/containers/images/loot/3_鸟雕.png,1,1,10963,100,1,1,0.01,0.01
stx,手提箱,亮闪闪的海盗金币,5,https://playerhub.df.qq.com/playerhub/60004/object/15080050009.png,data/containers/images/loot/5_亮闪闪的海盗金币.png,1,1,58234,100,1,1,0.01,0.01
stx,手提箱,阿萨拉特色酒杯,5,https://playerhub.df.qq.com/playerhub/60004/object/15080050015.png,data/containers/images/loot/5_阿萨拉特色酒杯.png,1,1,63296,100,1,1,0.01,0.01
stx,手提箱,典雅咖啡杯,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050182.png,data/containers/images/loot/4_典雅咖啡杯.png,1,1,15108,100,1,1,0.01,0.01
lxd,旅行袋,军用移动电源,3,https://playerhub.df.qq.com/playerhub/60004/object/15030010001.png,data/containers/images/loot/3_军用移动电源.png,1,1,9016,100,5,5,0.05,0.05
lxd,旅行袋,建筑图纸2号,2,https://playerhub.df.qq.com/playerhub/60004/object/15070010006.png,data/containers/images/loot/2_建筑图纸2号.png,2,1,3960,100,5,5,0.05,0.05
lxd,旅行袋,电笔,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010020.png,data/containers/images/loot/2_电笔.png,1,1,2486,100,4,4,0.04,0.04
lxd,旅行袋,LED灯管,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010032.png,data/containers/images/loot/2_LED灯管.png,2,1,3329,100,4,4,0.04,0.04
lxd,旅行袋,私密笔记簿,2,https://playerhub.df.qq.com/playerhub/60004/object/15090910017.png,data/containers/images/loot/2_私密笔记簿.png,1,2,5108,100,4,4,0.04,0.04
lxd,旅行袋,插座,2,https://playerhub.df.qq.com/playerhub/60004/object/15040010012.png,data/containers/images/loot/2_插座.png,1,1,2278,100,4,4,0.04,0.04
lxd,旅行袋,手术镊子,2,https://playerhub.df.qq.com/playerhub/60004/object/15060010002.png,data/containers/images/loot/2_手术镊子.png,1,1,2448,100,4,4,0.04,0.04
lxd,旅行袋,医用酒精,3,https://playerhub.df.qq.com/playerhub/60004/object/15060010007.png,data/containers/images/loot/3_医用酒精.png,1,1,11428,100,4,4,0.04,0.04
lxd,旅行袋,直角尺,1,https://playerhub.df.qq.com/playerhub/60004/object/15020010014.png,data/containers/images/loot/1_直角尺.png,1,2,2590,100,4,4,0.04,0.04
lxd,旅行袋,超高频读卡器,2,https://playerhub.df.qq.com/playerhub/60004/object/15030040011.png,data/containers/images/loot/2_超高频读卡器.png,1,1,2562,100,3,3,0.03,0.03
lxd,旅行袋,建筑图纸5号,2,https://playerhub.df.qq.com/playerhub/60004/object/15070010009.png,data/containers/images/loot/2_建筑图纸5号.png,2,1,3308,100,3,3,0.03,0.03
lxd,旅行袋,资料：商业文件,3,https://playerhub.df.qq.com/playerhub/60004/object/15070040002.png,data/containers/images/loot/3_资料：商业文件.png,1,1,7561,100,3,3,0.03,0.03
lxd,旅行袋,键盘,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010014.png,data/containers/images/loot/2_键盘.png,2,1,3059,100,3,3,0.03,0.03
lxd,旅行袋,枪械零件,3,https://playerhub.df.qq.com/playerhub/60004/object/15040010021.png,data/containers/images/loot/3_枪械零件.png,2,1,17654,100,3,3,0.03,0.03
lxd,旅行袋,强力胶,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050080.png,data/containers/images/loot/2_强力胶.png,1,1,2938,100,3,3,0.03,0.03
lxd,旅行袋,DVD光驱,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010007.png,data/containers/images/loot/2_DVD光驱.png,1,1,3861,100,3,3,0.03,0.03
lxd,旅行袋,阿萨拉新闻周刊,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050020.png,data/containers/images/loot/2_阿萨拉新闻周刊.png,2,2,5818,100,3,3,0.03,0.03
lxd,旅行袋,军情照片,1,https://playerhub.df.qq.com/playerhub/60004/object/15090010024.png,data/containers/images/loot/1_军情照片.png,2,1,2153,100,3,3,0.03,0.03
lxd,旅行袋,手术剪刀,1,https://playerhub.df.qq.com/playerhub/60004/object/15060010008.png,data/containers/images/loot/1_手术剪刀.png,1,1,1012,100,3,3,0.03,0.03
lxd,旅行袋,建筑图纸1号,2,https://playerhub.df.qq.com/playerhub/60004/object/15070010005.png,data/containers/images/loot/2_建筑图纸1号.png,2,1,3122,100,3,3,0.03,0.03
lxd,旅行袋,螺丝刀,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010005.png,data/containers/images/loot/2_螺丝刀.png,1,1,2861,100,3,3,0.03,0.03
lxd,旅行袋,电容,2,https://playerhub.df.qq.com/playerhub/60004/object/15020050007.png,data/containers/images/loot/2_电容.png,1,1,2639,100,3,2,0.03,0.02
lxd,旅行袋,苹果,2,https://playerhub.df.qq.com/playerhub/60004/object/15060080001.png,data/containers/images/loot/2_苹果.png,1,1,3203,100,3,3,0.03,0.03
lxd,旅行袋,签章联运单,2,https://playerhub.df.qq.com/playerhub/60004/object/15090910022.png,data/containers/images/loot/2_签章联运单.png,2,1,4625,100,2,2,0.02,0.02
lxd,旅行袋,建筑图纸3号,2,https://playerhub.df.qq.com/playerhub/60004/object/15070010007.png,data/containers/images/loot/2_建筑图纸3号.png,2,1,3905,100,2,2,0.02,0.02
lxd,旅行袋,手锯,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050087.png,data/containers/images/loot/2_手锯.png,3,1,12136,100,2,2,0.02,0.02
lxd,旅行袋,盐溶液,2,https://playerhub.df.qq.com/playerhub/60004/object/15060010001.png,data/containers/images/loot/2_盐溶液.png,1,1,2363,100,2,2,0.02,0.02
lxd,旅行袋,压力计,2,https://playerhub.df.qq.com/playerhub/60004/object/15020040003.png,data/containers/images/loot/2_压力计.png,1,2,4124,100,2,2,0.02,0.02
lxd,旅行袋,风冷散热器,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010018.png,data/containers/images/loot/2_风冷散热器.png,1,1,2721,100,2,2,0.02,0.02
lxd,旅行袋,角磨机,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010021.png,data/containers/images/loot/2_角磨机.png,2,2,4071,100,2,2,0.02,0.02
lxd,旅行袋,液晶显示屏,3,https://playerhub.df.qq.com/playerhub/60004/object/15030040010.png,data/containers/images/loot/3_液晶显示屏.png,2,2,25434,100,2,2,0.02,0.02
lxd,旅行袋,电火机,2,https://playerhub.df.qq.com/playerhub/60004/object/15010010013.png,data/containers/images/loot/2_电火机.png,1,1,2668,100,2,2,0.02,0.02
lxd,旅行袋,输液工具,2,https://images.kkrb.net/playerhub/60004/object/15060010012.png,data/containers/images/loot/2_输液工具.png,1,1,2746,100,2,2,0.02,0.02
lxd,旅行袋,喷漆,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010030.png,data/containers/images/loot/2_喷漆.png,1,2,3739,100,2,2,0.02,0.02
lxd,旅行袋,火药,3,https://playerhub.df.qq.com/playerhub/60004/object/15040010017.png,data/containers/images/loot/3_火药.png,1,2,23955,100,2,2,0.02,0.02
lxd,旅行袋,摄像头,3,https://playerhub.df.qq.com/playerhub/60004/object/15030040002.png,data/containers/images/loot/3_摄像头.png,1,1,12853,100,2,2,0.02,0.02
lxd,旅行袋,骨锯,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050065.png,data/containers/images/loot/3_骨锯.png,3,1,27051,100,2,2,0.02,0.02
lxd,旅行袋,网线,1,https://playerhub.df.qq.com/playerhub/60004/object/15040010016.png,data/containers/images/loot/1_网线.png,1,1,1067,100,2,2,0.02,0.02
lxd,旅行袋,香喷喷炒面,3,https://playerhub.df.qq.com/playerhub/60004/object/15060080010.png,data/containers/images/loot/3_香喷喷炒面.png,1,1,8882,100,2,2,0.02,0.02
lxd,旅行袋,转换插座,3,https://playerhub.df.qq.com/playerhub/60004/object/15040010022.png,data/containers/images/loot/3_转换插座.png,1,1,12607,100,2,2,0.02,0.02
lxd,旅行袋,电子温度计,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050039.png,data/containers/images/loot/3_电子温度计.png,2,2,18850,100,2,2,0.02,0.02
lxd,旅行袋,酒店宣传海报,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050019.png,data/containers/images/loot/2_酒店宣传海报.png,2,2,4739,100,2,2,0.02,0.02
lxd,旅行袋,机械硬盘,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010019.png,data/containers/images/loot/2_机械硬盘.png,1,1,2812,100,2,2,0.02,0.02
lxd,旅行袋,小药瓶,2,https://playerhub.df.qq.com/playerhub/60004/object/15060010003.png,data/containers/images/loot/2_小药瓶.png,1,1,2712,100,2,2,0.02,0.02
lxd,旅行袋,迷你氢电池,2,https://playerhub.df.qq.com/playerhub/60004/object/15010010015.png,data/containers/images/loot/2_迷你氢电池.png,1,1,2562,100,2,2,0.02,0.02
lxd,旅行袋,继电器,3,https://playerhub.df.qq.com/playerhub/60004/object/15020050008.png,data/containers/images/loot/3_继电器.png,1,1,11521,100,1,1,0.01,0.01
lxd,旅行袋,U盘,3,https://playerhub.df.qq.com/playerhub/60004/object/15070010001.png,data/containers/images/loot/3_U盘.png,1,1,11260,100,1,1,0.01,0.01
lxd,旅行袋,电线,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010012.png,data/containers/images/loot/2_电线.png,1,1,2377,100,1,1,0.01,0.01
lxd,旅行袋,无糖缓释能量棒,2,https://playerhub.df.qq.com/playerhub/60004/object/15060080004.png,data/containers/images/loot/2_无糖缓释能量棒.png,1,1,2027,100,1,1,0.01,0.01
lxd,旅行袋,阿萨拉时尚周刊,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050021.png,data/containers/images/loot/3_阿萨拉时尚周刊.png,2,2,17853,100,1,1,0.01,0.01
lxd,旅行袋,当地再制咖啡,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050079.png,data/containers/images/loot/2_当地再制咖啡.png,1,1,2853,100,1,1,0.01,0.01
lxd,旅行袋,建筑图纸4号,2,https://playerhub.df.qq.com/playerhub/60004/object/15070010008.png,data/containers/images/loot/2_建筑图纸4号.png,2,1,4360,100,1,1,0.01,0.01
lxd,旅行袋,清新橘味能量凝胶,4,https://playerhub.df.qq.com/playerhub/60004/object/15060080008.png,data/containers/images/loot/4_清新橘味能量凝胶.png,1,1,46956,100,1,1,0.01,0.01
lxd,旅行袋,维生素泡腾片,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050073.png,data/containers/images/loot/3_维生素泡腾片.png,1,1,10576,100,1,1,0.01,0.01
lxd,旅行袋,便携液压扳手,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010017.png,data/containers/images/loot/2_便携液压扳手.png,1,1,2258,100,1,1,0.01,0.01
lxd,旅行袋,扑克牌-3,1,https://playerhub.df.qq.com/playerhub/60004/object/15080050053.png,data/containers/images/loot/1_扑克牌-3.png,1,1,903,100,1,1,0.01,0.01
lxd,旅行袋,军情录音,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050096.png,data/containers/images/loot/3_军情录音.png,1,3,103795,100,1,1,0.01,0.01
lxd,旅行袋,模拟温度计,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010027.png,data/containers/images/loot/2_模拟温度计.png,1,1,2404,100,1,1,0.01,0.01
lxd,旅行袋,个人信笺,2,https://playerhub.df.qq.com/playerhub/60004/object/15090910023.png,data/containers/images/loot/2_个人信笺.png,2,1,3286,100,1,1,0.01,0.01
lxd,旅行袋,纯净水,2,https://playerhub.df.qq.com/playerhub/60004/object/15060080006.png,data/containers/images/loot/2_纯净水.png,1,1,2103,100,1,1,0.01,0.01
lxd,旅行袋,电源,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010011.png,data/containers/images/loot/2_电源.png,2,2,5991,100,1,1,0.01,0.01
lxd,旅行袋,外科手套,1,https://playerhub.df.qq.com/playerhub/60004/object/15060010009.png,data/containers/images/loot/1_外科手套.png,1,1,1120,100,1,1,0.01,0.01
lxd,旅行袋,尖嘴钳,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010019.png,data/containers/images/loot/2_尖嘴钳.png,1,1,2482,100,1,1,0.01,0.01
lxd,旅行袋,英式袋泡茶,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050074.png,data/containers/images/loot/3_英式袋泡茶.png,1,1,14893,100,1,1,0.01,0.01
lxd,旅行袋,音频播放器,3,https://playerhub.df.qq.com/playerhub/60004/object/15030010008.png,data/containers/images/loot/3_音频播放器.png,1,1,11123,100,1,1,0.01,0.01
lxd,旅行袋,加密路由器,4,https://playerhub.df.qq.com/playerhub/60004/object/15080050045.png,data/containers/images/loot/4_加密路由器.png,2,2,89528,100,1,1,0.01,0.01
lxd,旅行袋,大豆蛋白粉包,3,https://playerhub.df.qq.com/playerhub/60004/object/15060080016.png,data/containers/images/loot/3_大豆蛋白粉包.png,1,1,13273,100,1,1,0.01,0.01
lxd,旅行袋,糖三角,3,https://playerhub.df.qq.com/playerhub/60004/object/15080050076.png,data/containers/images/loot/3_糖三角.png,1,1,12558,100,1,1,0.01,0.01
lxd,旅行袋,扑克牌-Q,1,https://playerhub.df.qq.com/playerhub/60004/object/15040010008.png,data/containers/images/loot/1_扑克牌-Q.png,1,1,1662,100,1,1,0.01,0.01
lxd,旅行袋,波纹软管,2,https://playerhub.df.qq.com/playerhub/60004/object/15020010026.png,data/containers/images/loot/2_波纹软管.png,1,1,2373,100,1,1,0.01,0.01
lxd,旅行袋,血压仪,4,https://playerhub.df.qq.com/playerhub/60004/object/15060040002.png,data/containers/images/loot/4_血压仪.png,2,2,46491,100,1,1,0.01,0.01
lxd,旅行袋,阿萨拉娱乐月刊,2,https://playerhub.df.qq.com/playerhub/60004/object/15080050022.png,data/containers/images/loot/2_阿萨拉娱乐月刊.png,2,2,5205,100,1,1,0.01,0.01
lxd,旅行袋,注射器,2,https://playerhub.df.qq.com/playerhub/60004/object/15060010010.png,data/containers/images/loot/2_注射器.png,1,1,2134,100,1,1,0.01,0.01
lxd,旅行袋,印刷电路板,2,https://playerhub.df.qq.com/playerhub/60004/object/15030010013.png,data/containers/images/loot/2_印刷电路板.png,1,1,2596,100,1,1,0.01,0.01
