id,mid,name,sub_name,category,type,type_label,x,y,z,floor,grade,tips,diy,run,show,collect,random,point1,point2,image_url,local_image_path
2279,3,香槟,奥莉薇娅香槟,rare_card_spawn,hong,刷红点,364142,-695107,,0,6,,凳子上可能会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15060080015.png,data/maps/modes/3_长弓溪谷/2_机密/images/2279_香槟_hong.png
2280,3,香槟,奥莉薇娅香槟,rare_card_spawn,hong,刷红点,383763,-666156,,0,6,,柜子上可能会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15060080015.png,data/maps/modes/3_长弓溪谷/2_机密/images/2280_香槟_hong.png
2281,3,香槟,奥莉薇娅香槟,rare_card_spawn,hong,刷红点,339620,-698208,,0,6,,二楼桌子上可能会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15060080015.png,data/maps/modes/3_长弓溪谷/2_机密/images/2281_香槟_hong.png
2282,3,香槟,奥莉薇娅香槟,rare_card_spawn,hong,刷红点,335188,-599604,,0,6,,椅子上可能会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15060080015.png,data/maps/modes/3_长弓溪谷/2_机密/images/2282_香槟_hong.png
2283,3,香槟,奥莉薇娅香槟,rare_card_spawn,hong,刷红点,331399,-594438,,0,6,,吧台上可能会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15060080015.png,data/maps/modes/3_长弓溪谷/2_机密/images/2283_香槟_hong.png
2284,3,香槟,奥莉薇娅香槟,rare_card_spawn,hong,刷红点,331399,-594304,,0,6,,桌子上可能会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15060080015.png,data/maps/modes/3_长弓溪谷/2_机密/images/2284_香槟_hong.png
2285,3,名贵机械表,,rare_card_spawn,hong,刷红点,331654,-598666,,0,6,,钥匙房二楼地上可能会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050042.png,data/maps/modes/3_长弓溪谷/2_机密/images/2285_名贵机械表_hong.png
2286,3,名贵机械表,,rare_card_spawn,hong,刷红点,338063,-692651,,0,6,,一楼桌子上可能会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050042.png,data/maps/modes/3_长弓溪谷/2_机密/images/2286_名贵机械表_hong.png
2287,3,军用炮弹,,rare_card_spawn,hong,刷红点,366902,-695172,,0,6,,跳跳乐高层角落地上刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15030050017.png,data/maps/modes/3_长弓溪谷/2_机密/images/2287_军用炮弹_hong.png
2288,3,刷大红点,,rare_card_spawn,hong,刷红点,339657,-693634,,0,6,,椅子上可能会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15200000034.png,data/maps/modes/3_长弓溪谷/2_机密/images/2288_刷大红点_hong.png
2293,3,刷卡点,,rare_card_spawn,hong,刷红点,332207,-640912,,0,6,,渔村左下方的船只船尾处会刷新钥匙卡 (来自贴吧：雪梨飞包),,,,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/modes/3_长弓溪谷/2_机密/images/2293_刷卡点_hong.png
2294,3,香槟,奥莉薇娅香槟,rare_card_spawn,hong,刷红点,360523,-696682,,0,6,,桌子上可能会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15060080015.png,data/maps/modes/3_长弓溪谷/2_机密/images/2294_香槟_hong.png
2295,3,刷卡点,,rare_card_spawn,hong,刷红点,389122,-640306,,0,6,,坠机一楼的医务室洗手池上会刷新钥匙卡 (来自贴吧：雪梨飞包),,,,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/modes/3_长弓溪谷/2_机密/images/2295_刷卡点_hong.png
2296,3,刷卡点,,rare_card_spawn,hong,刷红点,345001,-643505,,0,6,,二楼小房间木箱可能刷新,,,,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/modes/3_长弓溪谷/2_机密/images/2296_刷卡点_hong.png
2297,3,半身像,克劳狄乌斯半身像,rare_card_spawn,hong,刷红点,387798,-596403,,0,6,,可能刷新,,,酒店国王房,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15040050002.png,data/maps/modes/3_长弓溪谷/2_机密/images/2297_半身像_hong.png
2298,3,刷卡点,,rare_card_spawn,hong,刷红点,388477,-599473,,0,6,,一楼水池鸟窝旁边,,,,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/modes/3_长弓溪谷/2_机密/images/2298_刷卡点_hong.png
2299,3,名贵机械表,,rare_card_spawn,hong,刷红点,335193,-599941,,0,6,,躺椅上和更衣室进门两侧沙发上可能会刷新 (来自贴吧：雪梨飞包),,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050042.png,data/maps/modes/3_长弓溪谷/2_机密/images/2299_名贵机械表_hong.png
2300,3,刷卡点,,rare_card_spawn,hong,刷红点,338347,-696268,,0,6,,前台会刷新钥匙卡 (来自贴吧：雪梨飞包),,,,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/modes/3_长弓溪谷/2_机密/images/2300_刷卡点_hong.png
2301,3,刷卡点,,rare_card_spawn,hong,刷红点,383891,-597444,,0,6,,旅行箱房浴室中会刷新钥匙卡 (来自贴吧：雪梨飞包),,,,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/modes/3_长弓溪谷/2_机密/images/2301_刷卡点_hong.png
2302,3,名贵机械表,,rare_card_spawn,hong,刷红点,331071,-602388,,0,6,,可能会刷新,,,酒店黑桃房,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050042.png,data/maps/modes/3_长弓溪谷/2_机密/images/2302_名贵机械表_hong.png
2303,3,刷卡点,,rare_card_spawn,hong,刷红点,331113,-603741,,0,6,,二楼电脑旁会刷新钥匙卡 (来自贴吧：雪梨飞包),,,酒店黑桃房,,,,https://oss.orzice.com/sjz/img/key/db_2.png,data/maps/modes/3_长弓溪谷/2_机密/images/2303_刷卡点_hong.png
2304,3,名贵机械表,,rare_card_spawn,hong,刷红点,328376,-598661,,0,6,,房间内可能会刷新,,,酒店方片房,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050042.png,data/maps/modes/3_长弓溪谷/2_机密/images/2304_名贵机械表_hong.png
2305,3,名贵机械表,,rare_card_spawn,hong,刷红点,336809,-599544,,0,6,,沙发上可能会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050042.png,data/maps/modes/3_长弓溪谷/2_机密/images/2305_名贵机械表_hong.png
2306,3,名贵机械表,,rare_card_spawn,hong,刷红点,336809,-596339,,0,6,,沙发上可能会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050042.png,data/maps/modes/3_长弓溪谷/2_机密/images/2306_名贵机械表_hong.png
2307,3,便携军用雷达,,rare_card_spawn,hong,刷红点,312860,-610079,,0,6,,三楼保险箱大厅，正对着大屏幕前的桌子可能会刷新,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15080050031.png,data/maps/modes/3_长弓溪谷/2_机密/images/2307_便携军用雷达_hong.png
2308,3,军用无人机,,rare_card_spawn,hong,刷红点,312860,-610079,,0,6,,地上可能会刷新(大量),,,雷达站无人机平台,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15030050002.png,data/maps/modes/3_长弓溪谷/2_机密/images/2308_军用无人机_hong.png
2309,3,刀片服务器,,rare_card_spawn,hong,刷红点,309640,-611624,,0,6,,地面会刷新,,,雷达站数据中心,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15030050008.png,data/maps/modes/3_长弓溪谷/2_机密/images/2309_刀片服务器_hong.png
2310,3,军用无人机,,rare_card_spawn,hong,刷红点,311261,-609921,,0,6,,地上可能会刷新,,,雷达站控制室,,,,https://playerhub.df.qq.com/playerhub/60004/object/p_15030050002.png,data/maps/modes/3_长弓溪谷/2_机密/images/2310_军用无人机_hong.png
2254,3,雷达控制室,雷达站控制室,key_room,key,钥匙房,311261,-608693,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2254_雷达控制室_key.png
2255,3,雷达数据中心,雷达站数据中心,key_room,key,钥匙房,309686,-611788,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2255_雷达数据中心_key.png
2256,3,实验资料室,实验楼资料室,key_room,key,钥匙房,324151,-610071,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2256_实验资料室_key.png
2257,3,实验办公室,实验楼办公室,key_room,key,钥匙房,327090,-607151,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2257_实验办公室_key.png
2258,3,酒店方片房,,key_room,key,钥匙房,328884,-598711,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2258_酒店方片房_key.png
2259,3,酒店黑桃房,,key_room,key,钥匙房,330791,-602485,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2259_酒店黑桃房_key.png
2260,3,酒店王子房,,key_room,key,钥匙房,383678,-599048,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2260_酒店王子房_key.png
2261,3,酒店将军房,,key_room,key,钥匙房,390292,-597200,,0,5,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2261_酒店将军房_key.png
2251,3,雷达站会议室,,key_room,key,钥匙房,313660,-612159,,0,4,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2251_雷达站会议室_key.png
2252,3,小镇餐厅,,key_room,key,钥匙房,361131,-695201,,0,4,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2252_小镇餐厅_key.png
2253,3,运输机会议室,,key_room,key,钥匙房,387721,-637070,,0,4,,-,,,飞机坠毁事件,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2253_运输机会议室_key.png
2247,3,雷达侧门,雷达侧门钥匙,key_room,key,钥匙房,313659,-604129,,0,3,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2247_雷达侧门_key.png
2248,3,铁脊售票室,铁脊车站售票室,key_room,key,钥匙房,369799,-664949,,0,3,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2248_铁脊售票室_key.png
2249,3,检查站库房,,key_room,key,钥匙房,344279,-645256,,0,3,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2249_检查站库房_key.png
2250,3,牧场管理房,,key_room,key,钥匙房,388260,-548396,,0,3,,-,,,,,,,https://playerhub.df.qq.com/playerhub/60004/object/key/p_%E9%95%BF%E5%BC%93%E6%BA%AA%E8%B0%B7%E7%99%BD%E5%8D%A1.png,data/maps/modes/3_长弓溪谷/2_机密/images/2250_牧场管理房_key.png
678,3,保险柜,,loot_point,wzd,物资点,386201,-599410,-21237.625,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/678_保险柜_wzd.png
679,3,服务器,,loot_point,wzd,物资点,287088,-647854,-22637.66016,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/fwq.png,data/maps/modes/3_长弓溪谷/2_机密/images/679_服务器_wzd.png
680,3,电脑,,loot_point,wzd,物资点,338725,-695294,-22473.85352,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/dn.png,data/maps/modes/3_长弓溪谷/2_机密/images/680_电脑_wzd.png
681,3,电脑,,loot_point,wzd,物资点,339051,-694833,-21963,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/dn.png,data/maps/modes/3_长弓溪谷/2_机密/images/681_电脑_wzd.png
682,3,小保险箱,,loot_point,wzd,物资点,368203,-699396,-18967.14648,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/682_小保险箱_wzd.png
683,3,小保险箱,,loot_point,wzd,物资点,363136,-701689,-19002.83594,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/683_小保险箱_wzd.png
684,3,小保险箱,,loot_point,wzd,物资点,362036,-694853,-18916.48633,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/684_小保险箱_wzd.png
685,3,保险柜,,loot_point,wzd,物资点,388318,-601662,-21210.88477,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/685_保险柜_wzd.png
686,3,小保险箱,,loot_point,wzd,物资点,391443,-638243,-22463.70117,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/686_小保险箱_wzd.png
687,3,保险柜,,loot_point,wzd,物资点,391106,-599056,-21237.625,0,0,,酒店,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/687_保险柜_wzd.png
688,3,小保险箱,,loot_point,wzd,物资点,391282,-635855,-22456.46289,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/688_小保险箱_wzd.png
689,3,电脑,,loot_point,wzd,物资点,391815,-634945,-22373.56836,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/dn.png,data/maps/modes/3_长弓溪谷/2_机密/images/689_电脑_wzd.png
690,3,小保险箱,,loot_point,wzd,物资点,392084,-640076,-22755.64844,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/690_小保险箱_wzd.png
691,3,小保险箱,,loot_point,wzd,物资点,333692,-642151,-22849.77734,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/691_小保险箱_wzd.png
692,3,小保险箱,,loot_point,wzd,物资点,327685,-644420,-22367.42578,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/692_小保险箱_wzd.png
693,3,保险柜,,loot_point,wzd,物资点,310698,-608922,-16881.54102,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/693_保险柜_wzd.png
694,3,保险柜,,loot_point,wzd,物资点,312341,-609693,-16855.4375,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/bxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/694_保险柜_wzd.png
695,3,小保险箱,,loot_point,wzd,物资点,292124,-647969,-22486.19141,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/xbxx.png,data/maps/modes/3_长弓溪谷/2_机密/images/695_小保险箱_wzd.png
696,3,服务器,,loot_point,wzd,物资点,286931,-647330,-22637.66016,0,0,,每局游戏随机刷新，可能出现在图示位置,,随机刷新,,概率出现,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/fwq.png,data/maps/modes/3_长弓溪谷/2_机密/images/696_服务器_wzd.png
697,3,衣服,,loot_point,wzd,物资点,387971,-543923,-21610,0,0,,沙径牧场,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/modes/3_长弓溪谷/2_机密/images/697_衣服_wzd.png
698,3,衣服,,loot_point,wzd,物资点,344195,-646492,-21640,0,0,,检查站,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/modes/3_长弓溪谷/2_机密/images/698_衣服_wzd.png
699,3,衣服,,loot_point,wzd,物资点,344199,-647159,-21643,0,0,,检查站,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/modes/3_长弓溪谷/2_机密/images/699_衣服_wzd.png
700,3,衣服,,loot_point,wzd,物资点,368882,-546994,-20924.6,0,0,,加尔比旧址,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/modes/3_长弓溪谷/2_机密/images/700_衣服_wzd.png
701,3,衣服,,loot_point,wzd,物资点,386048,-671013,-21183,0,0,,荒村,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/modes/3_长弓溪谷/2_机密/images/701_衣服_wzd.png
702,3,衣服,,loot_point,wzd,物资点,382997,-666411,-21435,0,0,,荒村,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/modes/3_长弓溪谷/2_机密/images/702_衣服_wzd.png
703,3,衣服,,loot_point,wzd,物资点,332998,-548333,-21536,0,0,,沙径牧场,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/modes/3_长弓溪谷/2_机密/images/703_衣服_wzd.png
704,3,衣服,,loot_point,wzd,物资点,343281,-643468,-21971,0,0,,检查站,,,,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf.png,data/maps/modes/3_长弓溪谷/2_机密/images/704_衣服_wzd.png
705,3,实验服,,loot_point,wzd,物资点,390456,-598348,-21642.1,0,0,,行动奖励,,,需要完成局内行动才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/modes/3_长弓溪谷/2_机密/images/705_实验服_wzd.png
706,3,实验服,,loot_point,wzd,物资点,328306,-603683,-21275.6,0,0,,酒店,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/modes/3_长弓溪谷/2_机密/images/706_实验服_wzd.png
707,3,实验服,,loot_point,wzd,物资点,338965,-695647,-22501,0,0,,行动奖励,,,需要完成局内行动才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/modes/3_长弓溪谷/2_机密/images/707_实验服_wzd.png
708,3,实验服,,loot_point,wzd,物资点,344240,-643716,-22063.8,0,0,,行动奖励,,,需要完成局内行动才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/modes/3_长弓溪谷/2_机密/images/708_实验服_wzd.png
709,3,实验服,,loot_point,wzd,物资点,309874,-610286,-16255,0,0,,雷达站,,,需要使用钥匙卡才能开启,,,,https://game.gtimg.cn/images/dfm/cp/a20240729directory/img/lv3/yf_s.png,data/maps/modes/3_长弓溪谷/2_机密/images/709_实验服_wzd.png
